,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
10071,A7BBHDIYADOZQRYE,3594.887875913972,2,1,2,4
10072,A7BBMAB0V6TNCTJM,3544.3271767810024,2,1,1,4
10073,A7BC4JYXEES1XF7K,3454.578643139641,1,1,1,5
10074,A7BDQ0BXJJ0C5Y5P,3594.887875913972,2,1,2,4
10075,A7BE6VOOQYJSA5L8,3544.3271767810024,2,1,1,4
10076,A7BESJ0MPO3I23D1,3454.578643139641,1,1,1,5
10077,A7BF41WZRZDKLG4Q,3594.887875913972,4,1,2,2
10078,A7BHLBMJZ9P176TV,7189.775751827944,5,4,4,1
10079,A7BIC8CBAPDPK283,3473.055488248122,1,1,1,5
10080,A7BIGREIW9WM25HY,7088.654353562005,2,4,4,4
10081,A7BIHYYLZJUBY4HX,3594.887875913972,3,1,2,3
10082,A7BJ1CNJ2MG72PMM,3544.3271767810024,2,1,1,4
10083,A7BKWK89M0HOYXBP,3594.887875913972,4,1,2,2
10084,A7BLEJWTLX9NBBTT,7189.775751827944,2,4,4,4
10085,A7BLS67EV2J5JV2Z,17974.43937956986,4,5,5,2
10086,A7BMSUS7FG4YDI6R,3458.2679636021335,1,1,1,5
10087,A7BQ3KYU531R006Q,3594.887875913972,5,1,2,1
10088,A7BQA4DZ8OBY7329,3594.887875913972,4,1,2,2
10089,A7BQGCU1K45ONS84,3594.887875913972,5,1,2,1
10090,A7BR6FW73LC23S7K,7189.775751827944,5,4,4,1
10091,A7BR7URCDC4BBJBV,3594.887875913972,5,1,2,1
10092,A7BS2E652S9NRQ1S,3458.2679636021335,1,1,1,5
10093,A7BWRZD4UQ1VC63X,3458.2679636021335,1,1,1,5
10094,A7BXYH3UVY9IYBJ5,3458.2679636021335,1,1,1,5
10095,A7BYD4KUZ0UDIKJG,3458.2679636021335,1,1,1,5
10096,A7BZLB7EIRR0WG56,3594.887875913972,4,1,2,2
10097,A7C083HA4ER6RNKG,3594.887875913972,3,1,2,3
10098,A7C2EIWJJOX4O4GG,3594.887875913972,5,1,2,1
10099,A7C3C8Z4V6JNXKB8,3454.578643139641,1,1,1,5
10100,A7C66E88B8XH2BCD,3594.887875913972,5,1,2,1
10101,A7C7Y15321CXLNTC,6909.157286279282,1,4,4,5
10102,A7C9GWUIQV5NYMKW,7189.775751827944,4,4,4,2
10103,A7CA5V4R2LE209J6,3594.887875913972,5,1,2,1
10104,A7CAV5JX1LCUDSIP,3594.887875913972,5,1,2,1
10105,A7CCESG1SGEMD4S6,3594.887875913972,4,1,2,2
10106,A7CDBEJNYNPAR04X,3594.887875913972,3,1,2,3
10107,A7CDIPXT4EMSHJ3W,7189.775751827944,4,4,4,2
10108,A7CISXS5NG25NYO2,7189.775751827944,5,4,4,1
10109,A7CK4QB2KS79FKA8,3544.3271767810024,2,1,1,4
10110,A7CKBFY3RZ7G29JT,7189.775751827944,3,4,4,3
10111,A7CL85WZI6MIWH27,3594.887875913972,4,1,2,2
10112,A7CLJ8S3J43KN36O,7189.775751827944,4,4,4,2
10113,A7CNTZECWBB119Y8,3454.578643139641,1,1,1,5
10114,A7CO258Z0CTTKK4W,7189.775751827944,4,4,4,2
10115,A7COF12HEXN7CDSK,3594.887875913972,3,1,2,3
10116,A7CPHEOIRJEJ71RX,3594.887875913972,3,1,2,3
10117,A7CPRW22RS7EJTUO,3594.887875913972,5,1,2,1
10118,A7CPVUFZLEMS7C3W,3594.887875913972,4,1,2,2
10119,A7CQET6GCN88EXD0,3473.055488248122,1,1,1,5
10120,A7CTT3DRFC3T0YYA,3594.887875913972,4,1,2,2
10121,A7CUGQKEXCLOWI6Y,3594.887875913972,4,1,2,2
10122,A7CVH6WD4K2CRFE1,3458.2679636021335,1,1,1,5
10123,A7CVOBEJUAP8XD3K,3454.578643139641,1,1,1,5
10124,A7CW3AWC1905HQH9,3473.055488248122,1,1,1,5
10125,A7CXJQLRLZ3DV9CT,3594.887875913972,5,1,2,1
10126,A7CY9BWKJHEHEHQO,3594.887875913972,4,1,2,2
10127,A7CYBZZA16LH41Z0,7189.775751827944,5,4,4,1
10128,A7CYNDPIBVG65B2Q,3594.887875913972,3,1,2,3
10129,A7CZ0OGMAIN4ENSD,3594.887875913972,4,1,2,2
10130,A7CZQX1ZTA90552A,3594.887875913972,5,1,2,1
10131,A7D1VOJ7XXVZKMHT,10784.663627741917,5,5,5,1
10132,A7D26TWK8SRYX8AL,3458.2679636021335,1,1,1,5
10133,A7D3A9ZGYWSOGOBT,17974.43937956986,5,5,5,1
10134,A7D3GX61K5438YNP,3473.055488248122,1,1,1,5
10135,A7D3HTKBQ38FVKD2,3594.887875913972,4,1,2,2
10136,A7D650Y416NUXX9K,3473.055488248122,2,1,1,4
10137,A7D6HAXGE1UZJQQG,3594.887875913972,3,1,2,3
10138,A7D6N5SGS16TBBCW,7088.654353562005,2,4,4,4
10139,A7DAD46DELAD7K6K,3594.887875913972,4,1,2,2
10140,A7DD593EHO9UAC4Q,3473.055488248122,1,1,1,5
10141,A7DD89SVCSVSG3B3,3458.2679636021335,1,1,1,5
10142,A7DDOSK9N4GT334H,3594.887875913972,5,1,2,1
10143,A7DE76E73ZSGIK7U,10784.663627741917,2,5,5,4
10144,A7DG6A66U8GXOF4U,3594.887875913972,5,1,2,1
10145,A7DGCF47RC8PTTGC,3473.055488248122,1,1,1,5
10146,A7DHMR7TB2SO1LVE,3454.578643139641,1,1,1,5
10147,A7DJ9GG6FG5TON8R,3544.3271767810024,2,1,1,4
10148,A7DKGG6D4FAWY35A,14379.551503655888,5,5,5,1
10149,A7DKSG9YKJN439N4,3458.2679636021335,1,1,1,5
10150,A7DKULHKQF4ZO64C,7189.775751827944,4,4,4,2
10151,A7DN1OXG2I1842AW,7189.775751827944,2,4,4,4
10152,A7DNPWG3D0H5CUJP,7088.654353562005,2,4,4,4
10153,A7DNSD9SREN4X8D7,3544.3271767810024,2,1,1,4
10154,A7DOGSGY0N95U7VY,3594.887875913972,4,1,2,2
10155,A7DOTXEOJ18N4T6O,3594.887875913972,4,1,2,2
10156,A7DQE74RL2979PTV,3594.887875913972,5,1,2,1
10157,A7DS8XCJ78MB5KQE,3454.578643139641,1,1,1,5
10158,A7DT5GOTV8UAH57O,3544.3271767810024,2,1,1,4
10159,A7DU2767SO97BLZK,3594.887875913972,3,1,2,3
10160,A7DU6ABIMQDR7JQT,3473.055488248122,1,1,1,5
10161,A7DU9FPC43O3N02S,3544.3271767810024,2,1,1,4
10162,A7DV8KZVS4PU6OJ3,3594.887875913972,3,1,2,3
10163,A7DW8B99QACL6Z1L,3458.2679636021335,1,1,1,5
10164,A7DWE1PGNETJ3Z3E,3594.887875913972,3,1,2,3
10165,A7DWK9LMZVR3GBS9,3594.887875913972,5,1,2,1
10166,A7DWMORU5HO7ENE4,3454.578643139641,1,1,1,5
10167,A7DWWZ3Q6YY0JYBF,3594.887875913972,3,1,2,3
10168,A7DX1R5S3AVZ25A9,3594.887875913972,3,1,2,3
10169,A7DX67EGCBVJ6KRX,3544.3271767810024,2,1,1,4
10170,A7DYLVU8C3O2HOF0,3594.887875913972,3,1,2,3
10171,A7DZIX01Z50SGCY8,3473.055488248122,1,1,1,5
10172,A7E12RZBZEFLDNM0,7189.775751827944,4,4,4,2
10173,A7E15LE0CPVM6XPF,3454.578643139641,1,1,1,5
10174,A7E3TU8OGDQ6XS3V,3594.887875913972,5,1,2,1
10175,A7E5U0CN73IWVMCK,3594.887875913972,3,1,2,3
10176,A7E7XI1KHIYYXRU6,3594.887875913972,3,1,2,3
10177,A7E8C59ZWYQXAVF0,3594.887875913972,5,1,2,1
10178,A7EAOZ9T3TSEI178,3544.3271767810024,2,1,1,4
10179,A7ECMYAZMLYP4HWU,7189.775751827944,5,1,4,1
10180,A7ECOVOKALWSLSAP,3594.887875913972,5,1,2,1
10181,A7EHL1SRH9RVYO9P,7189.775751827944,5,4,4,1
10182,A7EHLWS1WHYREZ2O,7189.775751827944,5,4,4,1
10183,A7EHVA1EPI5APMOW,3454.578643139641,1,1,1,5
10184,A7EJMOQO867N96DP,7189.775751827944,3,4,4,3
10185,A7EKMY0ZKN7CV5XT,3458.2679636021335,1,1,1,5
10186,A7EMQ81TCC9RC57E,7088.654353562005,2,4,4,4
10187,A7EPAIJ2TXL6DOUD,3594.887875913972,2,1,2,4
10188,A7EPO2DHOCWEUV2M,3594.887875913972,3,1,2,3
10189,A7EPPJMV2NX4J2QF,7189.775751827944,5,4,4,1
10190,A7ESKAXL92JN2H5V,7189.775751827944,4,4,4,2
10191,A7EV5OXUK8PPOX7B,7189.775751827944,3,4,4,3
10192,A7EVDP6MDRY51VHM,7189.775751827944,4,4,4,2
10193,A7EWAFOBFIGS2D49,3458.2679636021335,1,1,1,5
10194,A7EWRNADTA4IV5TU,3458.2679636021335,1,1,1,5
10195,A7F0YF7LL8XQ2UBK,3594.887875913972,2,1,2,4
10196,A7F11199YVEIUT6J,3544.3271767810024,2,1,1,4
10197,A7F1143ECZVHRFGS,3594.887875913972,4,1,2,2
10198,A7F23OZ2O23NLERG,7189.775751827944,4,4,4,2
10199,A7F2OUXKEGKTT6M4,7189.775751827944,3,4,4,3
10200,A7F347FQIL1Q0361,14379.551503655888,5,5,5,1
10201,A7F39HS4UCI89ONT,3594.887875913972,5,1,2,1
10202,A7F3D110DK7Z91PL,10632.981530343008,2,5,5,4
10203,A7F5IHXA9A8GVRYR,10784.663627741917,4,5,5,2
10204,A7F5K0V96H3Z5940,6916.535927204267,1,4,4,5
10205,A7F5Y9RDTDV96JVS,3594.887875913972,5,1,2,1
10206,A7F6ISTKVE5RXB6T,6946.110976496244,1,4,4,5
10207,A7F70GG5GQG2X3J9,3594.887875913972,4,1,2,2
10208,A7F7RVR9NXE6KJC4,3594.887875913972,4,1,2,2
10209,A7F917XUN4ZKUK0F,3594.887875913972,5,1,2,1
10210,A7F9IV8CEHEQL4F2,3454.578643139641,1,1,1,5
10211,A7F9M4IGJ2E607II,7088.654353562005,2,4,4,4
10212,A7FAV0QIOBK7ZX0T,3594.887875913972,2,1,2,4
10213,A7FB4U9843J668L0,17365.27744124061,1,5,5,5
10214,A7FBH01YNB8Y59CE,3594.887875913972,3,1,2,3
10215,A7FC8GWG7RCNG2V1,3454.578643139641,1,1,1,5
10216,A7FD2AR2M873VT70,3594.887875913972,4,1,2,2
10217,A7FF34JHYU711Z0Y,7088.654353562005,2,4,4,4
10218,A7FGET3D5HPQO0TJ,3594.887875913972,4,1,2,2
10219,A7FGY28RC1BA474G,3594.887875913972,4,1,2,2
10220,A7FI9YUGP1OW3LV9,3473.055488248122,1,1,1,5
10221,A7FK75JT6WM7BHGW,7088.654353562005,2,4,4,4
10222,A7FKIQMDKMXIQCGS,3544.3271767810024,2,1,1,4
10223,A7FL8V3G0KHKDYZ3,3473.055488248122,1,1,1,5
10224,A7FLD5DINPGOEBPK,3544.3271767810024,2,1,1,4
10225,A7FLQTJ2CF7GU5NH,3544.3271767810024,2,1,1,4
10226,A7FLW2FTO5KKP81C,7189.775751827944,3,4,4,3
10227,A7FLW42E62ZAC9RP,3594.887875913972,3,1,2,3
10228,A7FN75E402IUUV5O,7189.775751827944,4,4,4,2
10229,A7FOGS9J04ZENYLQ,3594.887875913972,4,1,2,2
10230,A7FOH0FED8VWL2YC,3458.2679636021335,1,1,1,5
10231,A7FQPJPDLALQ5QJH,7189.775751827944,4,4,4,2
10232,A7FR9FYA2MSHEBVZ,7189.775751827944,3,4,4,3
10233,A7FS2IQYT6P79QEB,3594.887875913972,4,1,2,2
10234,A7FT7351TCF2M7B2,3594.887875913972,4,1,2,2
10235,A7FTBDUSJDUKO6NB,3594.887875913972,4,1,2,2
10236,A7FTQXRQZRJJ2CE0,3594.887875913972,4,1,2,2
10237,A7FTWO4GHKJNS795,3458.2679636021335,1,1,1,5
10238,A7FVOOR5SXENP9PV,3594.887875913972,3,1,2,3
10239,A7FVQLPG7JQN5SSJ,3458.2679636021335,1,1,1,5
10240,A7FWXKJSUZXAVXCR,3594.887875913972,3,1,2,3
10241,A7FYTHE4K7N6VW96,3544.3271767810024,2,1,1,4
10242,A7FZJ12JTYHXZ4PD,7189.775751827944,2,4,4,4
10243,A7G02QD9N8B8ZQ94,3594.887875913972,5,1,2,1
10244,A7G04YSI77J0UZQK,3594.887875913972,5,1,2,1
10245,A7G2I14JCFX6W6BN,6909.157286279282,1,4,4,5
10246,A7G2QM9GWQZ736I9,3594.887875913972,3,1,2,3
10247,A7G45P5I4GJPNILT,3544.3271767810024,2,1,1,4
10248,A7G7Y34UVFNOASSW,7189.775751827944,5,4,4,1
10249,A7G84A26VQ24BTHU,3594.887875913972,3,1,2,3
10250,A7G97B2FDZI6O9IA,7189.775751827944,3,4,4,3
10251,A7G9IDSNV4YWJAY3,3544.3271767810024,2,1,1,4
10252,A7G9LC03725PWNQC,7189.775751827944,4,4,4,2
10253,A7G9NQCTEHVF2A1B,7189.775751827944,2,4,4,4
10254,A7GA5LJBLO3GZLLB,3594.887875913972,3,1,2,3
10255,A7GA7BJ8CU5E05RE,7189.775751827944,4,4,4,2
10256,A7GAR9EH9RQD5XR8,7088.654353562005,2,4,4,4
10257,A7GBSXE1U3VO8163,3594.887875913972,4,1,2,2
10258,A7GD2HKFBJXT14JS,7189.775751827944,4,4,4,2
10259,A7GETYGMNIH40X95,3594.887875913972,5,1,2,1
10260,A7GF1AQOLBHUGATF,3594.887875913972,3,1,2,3
10261,A7GHDELPWCP80LQX,3454.578643139641,1,1,1,5
10262,A7GHE10OHWL5GEZQ,3473.055488248122,1,1,1,5
10263,A7GHOG0I8U9XM1MU,3594.887875913972,2,1,2,4
10264,A7GIMK5DTII5R1D2,6946.110976496244,2,4,4,4
10265,A7GJR10M9GVLSCBC,3458.2679636021335,1,1,1,5
10266,A7GK9BLIOV2TO9JF,3594.887875913972,3,1,2,3
10267,A7GLBBOTCTURYYA4,3594.887875913972,5,1,2,1
10268,A7GLN4TMKBM5DU31,3594.887875913972,4,1,2,2
10269,A7GPJ0DHDB58FIJH,3594.887875913972,2,1,2,4
10270,A7GPRMARDQEERYI9,3594.887875913972,4,1,2,2
10271,A7GRMEBDQUHGLKY1,3594.887875913972,5,1,2,1
10272,A7GSJQ5BD9G5T7UJ,3458.2679636021335,1,1,1,5
10273,A7GUYE2AWAJWPTWX,3594.887875913972,4,1,2,2
10274,A7GW6JOJBC7RJB2M,7189.775751827944,3,4,4,3
10275,A7GX5BJ1RPTUSH4R,3473.055488248122,1,1,1,5
10276,A7GYIY7HSHG6EQTH,3594.887875913972,3,1,2,3
10277,A7GYTR7X8ZMHDOYP,3544.3271767810024,2,1,1,4
10278,A7GYU25IJX1TQ68I,3594.887875913972,5,1,2,1
10279,A7GZ1VNN0ZYJY5VP,3544.3271767810024,2,1,1,4
10280,A7GZ8950V7PT9ESJ,3594.887875913972,5,1,2,1
10281,A7H27XUK5XCMDAMW,3594.887875913972,4,1,2,2
10282,A7H3FAY99OO1N7Z6,3544.3271767810024,2,1,1,4
10283,A7H3HW26ST2BOSHC,3594.887875913972,4,1,2,2
10284,A7H5ASNVJOV9WOG6,3594.887875913972,3,1,2,3
10285,A7H5O5WLFSOTNI7J,3594.887875913972,4,1,2,2
10286,A7H6WS2VQX2I27XZ,3594.887875913972,5,1,2,1
10287,A7H72AERLNVN5EQB,3544.3271767810024,2,1,1,4
10288,A7H8C2SGS3RMI8D9,3544.3271767810024,2,1,1,4
10289,A7HCLU2OGBBM551I,3594.887875913972,4,1,2,2
10290,A7HCP36RBZ791B1K,3594.887875913972,5,1,2,1
10291,A7HD408FPLP1WHVD,7088.654353562005,2,4,4,4
10292,A7HDVSB0ZL6MYRM8,3454.578643139641,1,1,1,5
10293,A7HEIHF52JV2EAPW,10363.735929418923,1,5,5,5
10294,A7HGC166D5NB2KHC,3544.3271767810024,2,1,1,4
10295,A7HKAR8UKXPMR461,3594.887875913972,5,1,2,1
10296,A7HNS49VRGQELY2E,3594.887875913972,3,1,2,3
10297,A7HNUBIG0SNO2P5W,3544.3271767810024,2,1,1,4
10298,A7HQU9YOXR49MMB4,3594.887875913972,4,1,2,2
10299,A7HR8ADUS94QYQ7X,10784.663627741917,5,5,5,1
10300,A7HRTOVPPU90LH8X,3594.887875913972,5,1,2,1
10301,A7HRU8TFVUIMITY0,3594.887875913972,5,1,2,1
10302,A7HSXC8HK3X58XWB,3594.887875913972,4,1,2,2
10303,A7HT2GH63IRSVY3A,3544.3271767810024,2,1,1,4
10304,A7HU3RFC3HYO74AX,3594.887875913972,4,1,2,2
10305,A7HUKFY9OE4Y4FLX,7189.775751827944,4,4,4,2
10306,A7HV66REWLZWJWHK,3594.887875913972,4,1,2,2
10307,A7HWGUFLRMEQFRXX,3544.3271767810024,2,1,1,4
10308,A7HXFACIJFCAU1Y9,3594.887875913972,3,1,2,3
10309,A7HYOSHJELNG6IX9,3594.887875913972,5,1,2,1
10310,A7HZXRZAV63LP3HB,3594.887875913972,4,1,2,2
10311,A7HZYFZHK47SY811,3594.887875913972,4,1,2,2
10312,A7I0YNUT85TOAMJ5,28759.103007311776,3,5,5,3
10313,A7I0ZCBDJ4WH5L5N,3594.887875913972,4,1,2,2
10314,A7I1AS5ZTTI72WCP,7189.775751827944,3,4,4,3
10315,A7I3L1DXGN1HGACM,3594.887875913972,4,1,2,2
10316,A7I3U9V4QJITNT8N,3544.3271767810024,2,1,1,4
10317,A7I4X9BW4ZTBGGQU,7189.775751827944,3,4,4,3
10318,A7I67P5ECQ695ZY7,3454.578643139641,1,1,1,5
10319,A7I6KLTBMFVJBR8J,3594.887875913972,4,1,2,2
10320,A7I6P39ZVWY61ED3,3458.2679636021335,1,1,1,5
10321,A7I7CVGP5NFXIDBK,3594.887875913972,5,1,2,1
10322,A7I7YHOQJLT15SS9,3544.3271767810024,2,1,1,4
10323,A7I8B1Q8Y8LDLR9D,3594.887875913972,5,1,2,1
10324,A7IAKXKU3GF2ZBX8,7189.775751827944,5,4,4,1
10325,A7IBZI110OFV2F60,3594.887875913972,5,1,2,1
10326,A7ICBKU8MJJ9BE2N,3594.887875913972,3,1,2,3
10327,A7IDIHW3DBHPRGT3,7189.775751827944,5,4,4,1
10328,A7IG49KJXAE88CGT,3594.887875913972,4,1,2,2
10329,A7IGVIRY4EBGXZ9D,3454.578643139641,1,1,1,5
10330,A7IHTZTSV5GN8CCM,3594.887875913972,5,1,2,1
10331,A7IIRCPIU1MJVAE0,3594.887875913972,5,1,2,1
10332,A7IIZFQFUS8GFPDH,3454.578643139641,1,1,1,5
10333,A7IJQZBSN7BTRUD1,6946.110976496244,1,4,4,5
10334,A7IJZLNF0L9OZQ18,7189.775751827944,5,4,4,1
10335,A7IKJ2TPRYS8990K,3594.887875913972,5,1,2,1
10336,A7IL1773E60Y8L5Z,3544.3271767810024,2,1,1,4
10337,A7IL7IAA10T930F5,3594.887875913972,5,1,2,1
10338,A7ILCYVXJTQKR3VH,3544.3271767810024,2,1,1,4
10339,A7IMQOR4OLGULBTT,3594.887875913972,3,1,2,3
10340,A7IN3M9W8TK83D1Q,3473.055488248122,1,1,1,5
10341,A7IN6JH9H3ZK68ZD,3458.2679636021335,1,1,1,5
10342,A7IOA1825TUECWEN,3594.887875913972,5,1,2,1
10343,A7IOND61LB43IN1X,7189.775751827944,4,4,4,2
10344,A7IOOJUSJ9RFF6A0,3473.055488248122,1,1,1,5
10345,A7IOQWTICCZMM4Y4,3473.055488248122,1,1,1,5
10346,A7IREVNC1UVNURFK,3454.578643139641,1,1,1,5
10347,A7ITBT3HLTQ8BDBL,7189.775751827944,3,4,4,3
10348,A7ITHL4VXM9HIDYQ,3594.887875913972,4,1,2,2
10349,A7IUHKEOCGIELFZH,7189.775751827944,5,4,4,1
10350,A7IVZ44TNFNOQO0M,3544.3271767810024,2,1,1,4
10351,A7IW0F4BLCW62L6B,3594.887875913972,2,1,2,4
10352,A7IXW9V1QUYNK1GY,3594.887875913972,4,1,2,2
10353,A7J0L398ZMHDNQS9,7189.775751827944,4,4,4,2
10354,A7J0QFKPO2WM9GT1,7088.654353562005,2,4,4,4
10355,A7J0UAUS96W3086P,7189.775751827944,5,4,4,1
10356,A7J1OI5QII5ZU26X,3594.887875913972,5,1,2,1
10357,A7J2E1SJ5IGJTK69,3458.2679636021335,1,1,1,5
10358,A7J45S3ZAGG7N11S,3594.887875913972,5,1,2,1
10359,A7J4CD36W193VANS,3594.887875913972,3,1,2,3
10360,A7J4WEPIATRR4LN3,3594.887875913972,5,1,2,1
10361,A7J5WMVSZ6RQG6PX,3454.578643139641,1,1,1,5
10362,A7J6NO45G84CVWUQ,3454.578643139641,1,1,1,5
10363,A7J6S7MZBM7PWO2J,3594.887875913972,4,1,2,2
10364,A7J80ZMKUX2L8PUH,6916.535927204267,1,4,4,5
10365,A7J87FIJ235AWM3B,10784.663627741917,5,5,5,1
10366,A7J8Z2IHYEKCT5QL,3454.578643139641,1,1,1,5
10367,A7JA64BLWYZ5SXZQ,3594.887875913972,3,1,2,3
10368,A7JANWNBM5949ZRB,3594.887875913972,5,1,2,1
10369,A7JB91BH8RGR48GX,3594.887875913972,3,1,2,3
10370,A7JBCW9RUMR3RRRN,3594.887875913972,5,1,2,1
10371,A7JBPEYMGIDMM7UW,3594.887875913972,5,1,2,1
10372,A7JCU86G1FF1DTCS,3594.887875913972,5,1,2,1
10373,A7JEA02K6LMGNRUG,10784.663627741917,5,5,5,1
10374,A7JEPDRFKW6NZSRH,7088.654353562005,2,4,4,4
10375,A7JF89IUUITS6VGZ,3544.3271767810024,2,1,1,4
10376,A7JGHRKBISJR8JI9,3594.887875913972,4,1,2,2
10377,A7JHM152QBHDSLI2,7189.775751827944,4,4,4,2
10378,A7JI4R2ZTNT7UL1A,3594.887875913972,4,1,2,2
10379,A7JIH05PG203GVV4,3594.887875913972,4,1,2,2
10380,A7JIZRWBM2WMLKIL,6946.110976496244,1,4,4,5
10381,A7JJ9BSTZWMWPBYK,3544.3271767810024,2,1,1,4
10382,A7JJESIYBTUK96FY,7088.654353562005,2,4,4,4
10383,A7JKEFXN461PZ8XS,7189.775751827944,3,4,4,3
10384,A7JKO8E39IB7RGKN,3594.887875913972,5,1,2,1
10385,A7JN2PD5FB7T67SI,3594.887875913972,4,1,2,2
10386,A7JOHT7CVC3LB4XY,3594.887875913972,4,1,2,2
10387,A7JPN2YG0K7216XB,3594.887875913972,3,1,2,3
10388,A7JQ3825WYGZIWEW,7189.775751827944,5,4,4,1
10389,A7JRGA55DYWKQM7S,3594.887875913972,5,1,2,1
10390,A7JRH0XQKQ019G4G,7189.775751827944,5,4,4,1
10391,A7JSCH4OYVYWLN2T,3454.578643139641,1,1,1,5
10392,A7JTY681CQFV2QD4,10784.663627741917,5,1,5,1
10393,A7JW1OIRJ966M4PB,3594.887875913972,4,1,2,2
10394,A7JW547DJNY9I5KA,3454.578643139641,1,1,1,5
10395,A7JWRS9XEVG5HEIQ,6946.110976496244,1,4,4,5
10396,A7JYONPRC3P9WGOC,6909.157286279282,1,4,4,5
10397,A7JYTD5MZA21K3TR,3594.887875913972,4,1,2,2
10398,A7JYUY5Z04U9X5C2,3458.2679636021335,1,1,1,5
10399,A7K2FGFEFQEHN064,3594.887875913972,2,1,2,4
10400,A7K2J2698KHMETTG,3594.887875913972,5,1,2,1
10401,A7K2V1Y867M5FF9Z,3594.887875913972,4,1,2,2
10402,A7K3BAVMR0GG873U,7189.775751827944,5,4,4,1
10403,A7K58NHDSMJM38DX,3544.3271767810024,2,1,1,4
10404,A7K5KWLGXUFAJ7Q6,7189.775751827944,5,4,4,1
10405,A7K6F1T7EOB5WCYL,3594.887875913972,5,1,2,1
10406,A7K6KPC909YMXEHH,3594.887875913972,3,1,2,3
10407,A7K8GVMSMPQDGT4Y,7189.775751827944,4,4,4,2
10408,A7K8ZKAO3T3CQQ7L,3594.887875913972,5,1,2,1
10409,A7KCFTYX5LMZBFAS,10784.663627741917,5,5,5,1
10410,A7KDQNITFQOCUMQZ,3594.887875913972,3,1,2,3
10411,A7KDS6ZSQUWVG4RQ,3594.887875913972,5,1,2,1
10412,A7KEFYJLZ31V6IMS,3594.887875913972,4,1,2,2
10413,A7KFFPF01APON85N,3594.887875913972,5,1,2,1
10414,A7KFH64GP2YFK7IR,3458.2679636021335,1,1,1,5
10415,A7KG05J10D1L0RPN,3594.887875913972,5,1,2,1
10416,A7KMF1RERGWYE5RW,3458.2679636021335,1,1,1,5
10417,A7KNBLZVKMHY2NMA,6946.110976496244,1,4,4,5
10418,A7KONGYYFC7ICUBT,7189.775751827944,3,4,4,3
10419,A7KOTE4LXSX7XKUK,3473.055488248122,1,1,1,5
10420,A7KPDX8KGWMPCWTF,3544.3271767810024,2,1,1,4
10421,A7KQSKLAJIU8MOU4,3454.578643139641,1,1,1,5
10422,A7KQYM9OSV5GNUUE,3594.887875913972,4,1,2,2
10423,A7KRHU4C8SDT6A1Q,7189.775751827944,4,4,4,2
10424,A7KS8FG5OOO5SUN7,3594.887875913972,3,1,2,3
10425,A7KT2SVEOPOXAPSY,3594.887875913972,4,1,2,2
10426,A7KU7V38K8JPJBY6,3594.887875913972,3,1,2,3
10427,A7KUAS2QOBEE9FGL,3458.2679636021335,1,1,1,5
10428,A7KURJRRTB8PBMCI,7189.775751827944,2,4,4,4
10429,A7KVFRYIZZA3BXKV,3544.3271767810024,2,1,1,4
10430,A7KWB77CS227WMS5,3594.887875913972,4,1,2,2
10431,A7KYECSEFNXCZ432,3458.2679636021335,1,1,1,5
10432,A7KZ9X8MBMY2OXM5,3594.887875913972,5,1,2,1
10433,A7L06NOQBJRVCUWK,3594.887875913972,5,1,2,1
10434,A7L1X5KJ6ZRWFS7O,3458.2679636021335,1,1,1,5
10435,A7L3FZXIR7EJSH5Z,25164.215131397803,3,5,5,3
10436,A7L4B0RIW9A87W9Y,3473.055488248122,1,1,1,5
10437,A7L6EEVHLSLZTIR1,3594.887875913972,3,1,2,3
10438,A7L6FYJKJK8IUBZ4,3594.887875913972,4,1,2,2
10439,A7L6OOTDWWGN0KWK,7189.775751827944,2,4,4,4
10440,A7L7B0O86ONIQB7H,14379.551503655888,3,5,5,3
10441,A7L85NAVT5ARY5OR,7189.775751827944,5,4,4,1
10442,A7L8FRAO9J1SS3TZ,7189.775751827944,4,4,4,2
10443,A7LBSH6C3RWV2Y2H,3594.887875913972,5,1,2,1
10444,A7LD4B4BM5AI64M4,3594.887875913972,2,1,2,4
10445,A7LF5WS3DPNV3GLK,3594.887875913972,4,1,2,2
10446,A7LI1GTNTEDG85FM,3594.887875913972,3,1,2,3
10447,A7LMM1QACX3ZWYTA,3594.887875913972,4,1,2,2
10448,A7LN6K4UA5NGLODP,7088.654353562005,2,4,4,4
10449,A7LNJ7EMVT74E73J,3594.887875913972,4,1,2,2
10450,A7LNMJDKSQK251B5,3454.578643139641,1,1,1,5
10451,A7LOXJA1VUVJ0Y8Y,3594.887875913972,5,1,2,1
10452,A7LQ5K6KF2PNLB07,3594.887875913972,5,1,2,1
10453,A7LR84B8HK265XU2,7189.775751827944,4,4,4,2
10454,A7LU427V3NQLLSFX,6909.157286279282,1,4,4,5
10455,A7LVBNP07E4A33S8,7189.775751827944,4,4,4,2
10456,A7LWA8XKUTIEM1TD,3594.887875913972,3,1,2,3
10457,A7LX0OK04DN0OXH7,3544.3271767810024,2,1,1,4
10458,A7LXBJJNL4ZILVEU,3594.887875913972,5,1,2,1
10459,A7LXVO86VSL376C3,3594.887875913972,4,1,2,2
10460,A7LXVUG674EW1VRS,3458.2679636021335,1,1,1,5
10461,A7LXYGXNN05JAMCC,7189.775751827944,3,4,4,3
10462,A7LZ5G5BYQN82ZLA,3594.887875913972,5,1,2,1
10463,A7LZKZ8T2OADPHGP,6909.157286279282,1,4,4,5
